/Users/jinwookkim/projects/ml_model/.venv/lib/python3.13/site-packages/torch/utils/data/dataloader.py:692: UserWarning: 'pin_memory' argument is set as true but not supported on MPS now, device pinned memory won't be used.
  warnings.warn(warn_msg)
Starting EfficientNet training script...
--- Model Initialization (EfficientNet) ---
Using device: mps
Creating EfficientNet model 'timm/efficientnet_b0.ra_in1k' with 101 output classes...
--- Dataset Loading (EfficientNet) ---
Checking for Food-101 dataset...
Image transformations created.
Loading Food-101 dataset using torchvision...
Food-101 dataset loaded. Using a subset of 500 samples for this demo.
Loading checkpoint from ./trained_models/efficientnet_checkpoint.pth
Resuming training from epoch 4
Model, optimizer, and criterion initialized.
Epoch [77/124], Batch [57/125] [#########-----------] 45.6%, Loss: 0.0007
Epoch [77/124], Batch [58/125] [#########-----------] 46.4%, Loss: 0.0003
Epoch [77/124], Batch [59/125] [#########-----------] 47.2%, Loss: 0.0018
Epoch [77/124], Batch [60/125] [#########-----------] 48.0%, Loss: 0.1512
Epoch [77/124], Batch [61/125] [#########-----------] 48.8%, Loss: 0.0285
Epoch [77/124], Batch [62/125] [#########-----------] 49.6%, Loss: 0.0043
Epoch [77/124], Batch [63/125] [##########----------] 50.4%, Loss: 0.0119
Epoch [77/124], Batch [64/125] [##########----------] 51.2%, Loss: 0.0003
Epoch [77/124], Batch [65/125] [##########----------] 52.0%, Loss: 0.0086
Epoch [77/124], Batch [66/125] [##########----------] 52.8%, Loss: 0.0005
Epoch [77/124], Batch [67/125] [##########----------] 53.6%, Loss: 0.0010
Epoch [77/124], Batch [68/125] [##########----------] 54.4%, Loss: 0.0002
Epoch [77/124], Batch [69/125] [###########---------] 55.2%, Loss: 0.0025
Epoch [77/124], Batch [70/125] [###########---------] 56.0%, Loss: 0.0041
Epoch [77/124], Batch [71/125] [###########---------] 56.8%, Loss: 0.0023
Epoch [77/124], Batch [72/125] [###########---------] 57.6%, Loss: 0.0004
Epoch [77/124], Batch [73/125] [###########---------] 58.4%, Loss: 0.0000
Epoch [77/124], Batch [74/125] [###########---------] 59.2%, Loss: 0.1173
Epoch [77/124], Batch [75/125] [############--------] 60.0%, Loss: 0.0005
Epoch [77/124], Batch [76/125] [############--------] 60.8%, Loss: 0.0002
Epoch [77/124], Batch [77/125] [############--------] 61.6%, Loss: 0.0019
Epoch [77/124], Batch [78/125] [############--------] 62.4%, Loss: 0.0173
Epoch [77/124], Batch [79/125] [############--------] 63.2%, Loss: 0.0002
Epoch [77/124], Batch [80/125] [############--------] 64.0%, Loss: 0.0017
Epoch [77/124], Batch [81/125] [############--------] 64.8%, Loss: 0.0000
Epoch [77/124], Batch [82/125] [#############-------] 65.6%, Loss: 0.0009
Epoch [77/124], Batch [83/125] [#############-------] 66.4%, Loss: 0.0006
Epoch [77/124], Batch [84/125] [#############-------] 67.2%, Loss: 0.0194
Epoch [77/124], Batch [85/125] [#############-------] 68.0%, Loss: 0.0005
Epoch [77/124], Batch [86/125] [#############-------] 68.8%, Loss: 0.0002
Epoch [77/124], Batch [87/125] [#############-------] 69.6%, Loss: 0.0010
Epoch [77/124], Batch [88/125] [##############------] 70.4%, Loss: 0.0005
Epoch [77/124], Batch [89/125] [##############------] 71.2%, Loss: 0.0148
Epoch [77/124], Batch [90/125] [##############------] 72.0%, Loss: 0.0006
Epoch [77/124], Batch [91/125] [##############------] 72.8%, Loss: 0.0001
Epoch [77/124], Batch [92/125] [##############------] 73.6%, Loss: 0.0029
Epoch [77/124], Batch [93/125] [##############------] 74.4%, Loss: 0.0000
Epoch [77/124], Batch [94/125] [###############-----] 75.2%, Loss: 0.5405
Epoch [77/124], Batch [95/125] [###############-----] 76.0%, Loss: 0.0043
Epoch [77/124], Batch [96/125] [###############-----] 76.8%, Loss: 0.0011
Epoch [77/124], Batch [97/125] [###############-----] 77.6%, Loss: 0.0008
Epoch [77/124], Batch [98/125] [###############-----] 78.4%, Loss: 0.0047
Epoch [77/124], Batch [99/125] [###############-----] 79.2%, Loss: 0.0489
Epoch [77/124], Batch [100/125] [################----] 80.0%, Loss: 0.0020
Epoch [77/124], Batch [101/125] [################----] 80.8%, Loss: 0.0077
Epoch [77/124], Batch [102/125] [################----] 81.6%, Loss: 0.0367
Epoch [77/124], Batch [103/125] [################----] 82.4%, Loss: 0.0026
Epoch [77/124], Batch [104/125] [################----] 83.2%, Loss: 0.0003
Epoch [77/124], Batch [105/125] [################----] 84.0%, Loss: 0.0231
Epoch [77/124], Batch [106/125] [################----] 84.8%, Loss: 0.0019
Epoch [77/124], Batch [107/125] [#################---] 85.6%, Loss: 0.0048
Epoch [77/124], Batch [108/125] [#################---] 86.4%, Loss: 0.0024
Epoch [77/124], Batch [109/125] [#################---] 87.2%, Loss: 0.0019
Epoch [77/124], Batch [110/125] [#################---] 88.0%, Loss: 0.0001
Epoch [77/124], Batch [111/125] [#################---] 88.8%, Loss: 0.0002
Epoch [77/124], Batch [112/125] [#################---] 89.6%, Loss: 0.0046
Epoch [77/124], Batch [113/125] [##################--] 90.4%, Loss: 0.0044
Epoch [77/124], Batch [114/125] [##################--] 91.2%, Loss: 0.3144
Epoch [77/124], Batch [115/125] [##################--] 92.0%, Loss: 0.0014
Epoch [77/124], Batch [116/125] [##################--] 92.8%, Loss: 0.0002
Epoch [77/124], Batch [117/125] [##################--] 93.6%, Loss: 0.0028
Epoch [77/124], Batch [118/125] [##################--] 94.4%, Loss: 0.0143
Epoch [77/124], Batch [119/125] [###################-] 95.2%, Loss: 0.0068
Epoch [77/124], Batch [120/125] [###################-] 96.0%, Loss: 0.0014
Epoch [77/124], Batch [121/125] [###################-] 96.8%, Loss: 0.0007
Epoch [77/124], Batch [122/125] [###################-] 97.6%, Loss: 0.0026
Epoch [77/124], Batch [123/125] [###################-] 98.4%, Loss: 0.0017
Epoch [77/124], Batch [124/125] [###################-] 99.2%, Loss: 0.0005
Epoch [77/124], Batch [125/125] [####################] 100.0%, Loss: 0.0037
Epoch [77/124] finished. Average Loss: 0.0172
Training Accuracy: 100.00%
--- Saving checkpoint for epoch 77 ---
Checkpoint saved to ./trained_models/efficientnet_checkpoint.pth

Epoch [78/124], Batch [1/125] [--------------------] 0.8%, Loss: 0.0008
Epoch [78/124], Batch [2/125] [--------------------] 1.6%, Loss: 0.4435
Epoch [78/124], Batch [3/125] [--------------------] 2.4%, Loss: 0.0004
Epoch [78/124], Batch [4/125] [--------------------] 3.2%, Loss: 0.0029
Epoch [78/124], Batch [5/125] [--------------------] 4.0%, Loss: 0.0002
Epoch [78/124], Batch [6/125] [--------------------] 4.8%, Loss: 0.0000
Epoch [78/124], Batch [7/125] [#-------------------] 5.6%, Loss: 0.0009
Epoch [78/124], Batch [8/125] [#-------------------] 6.4%, Loss: 0.7101
Epoch [78/124], Batch [9/125] [#-------------------] 7.2%, Loss: 0.0036
Epoch [78/124], Batch [10/125] [#-------------------] 8.0%, Loss: 0.0045
Epoch [78/124], Batch [11/125] [#-------------------] 8.8%, Loss: 0.0050
Epoch [78/124], Batch [12/125] [#-------------------] 9.6%, Loss: 0.0005
Epoch [78/124], Batch [13/125] [##------------------] 10.4%, Loss: 0.0010
Epoch [78/124], Batch [14/125] [##------------------] 11.2%, Loss: 0.0628
Epoch [78/124], Batch [15/125] [##------------------] 12.0%, Loss: 0.0018
Epoch [78/124], Batch [16/125] [##------------------] 12.8%, Loss: 0.0064
Epoch [78/124], Batch [17/125] [##------------------] 13.6%, Loss: 0.0114
Epoch [78/124], Batch [18/125] [##------------------] 14.4%, Loss: 0.3534
Epoch [78/124], Batch [19/125] [###-----------------] 15.2%, Loss: 0.0009
Epoch [78/124], Batch [20/125] [###-----------------] 16.0%, Loss: 0.0004
Epoch [78/124], Batch [21/125] [###-----------------] 16.8%, Loss: 0.0003
Epoch [78/124], Batch [22/125] [###-----------------] 17.6%, Loss: 0.0140
Epoch [78/124], Batch [23/125] [###-----------------] 18.4%, Loss: 0.0754
Epoch [78/124], Batch [24/125] [###-----------------] 19.2%, Loss: 0.0003
Epoch [78/124], Batch [25/125] [####----------------] 20.0%, Loss: 0.0046
Epoch [78/124], Batch [26/125] [####----------------] 20.8%, Loss: 0.0002
Epoch [78/124], Batch [27/125] [####----------------] 21.6%, Loss: 1.0691
Epoch [78/124], Batch [28/125] [####----------------] 22.4%, Loss: 0.0165
Epoch [78/124], Batch [29/125] [####----------------] 23.2%, Loss: 0.0001
Epoch [78/124], Batch [30/125] [####----------------] 24.0%, Loss: 0.0008
Epoch [78/124], Batch [31/125] [####----------------] 24.8%, Loss: 0.0008
Epoch [78/124], Batch [32/125] [#####---------------] 25.6%, Loss: 0.0440
Epoch [78/124], Batch [33/125] [#####---------------] 26.4%, Loss: 0.0086
Epoch [78/124], Batch [34/125] [#####---------------] 27.2%, Loss: 0.0069
Epoch [78/124], Batch [35/125] [#####---------------] 28.0%, Loss: 0.0022
Epoch [78/124], Batch [36/125] [#####---------------] 28.8%, Loss: 0.0000
Epoch [78/124], Batch [37/125] [#####---------------] 29.6%, Loss: 0.0045
Epoch [78/124], Batch [38/125] [######--------------] 30.4%, Loss: 0.0005
Epoch [78/124], Batch [39/125] [######--------------] 31.2%, Loss: 0.0004
Epoch [78/124], Batch [40/125] [######--------------] 32.0%, Loss: 0.0068
Epoch [78/124], Batch [41/125] [######--------------] 32.8%, Loss: 0.0455
Epoch [78/124], Batch [42/125] [######--------------] 33.6%, Loss: 0.0010
Epoch [78/124], Batch [43/125] [######--------------] 34.4%, Loss: 0.0034
Epoch [78/124], Batch [44/125] [#######-------------] 35.2%, Loss: 0.0027
Epoch [78/124], Batch [45/125] [#######-------------] 36.0%, Loss: 0.0001
Epoch [78/124], Batch [46/125] [#######-------------] 36.8%, Loss: 0.0259
Epoch [78/124], Batch [47/125] [#######-------------] 37.6%, Loss: 0.0051
Epoch [78/124], Batch [48/125] [#######-------------] 38.4%, Loss: 0.0010
Epoch [78/124], Batch [49/125] [#######-------------] 39.2%, Loss: 0.0006
Epoch [78/124], Batch [50/125] [########------------] 40.0%, Loss: 0.0676
Epoch [78/124], Batch [51/125] [########------------] 40.8%, Loss: 0.0000
Epoch [78/124], Batch [52/125] [########------------] 41.6%, Loss: 0.0014
Epoch [78/124], Batch [53/125] [########------------] 42.4%, Loss: 0.0047
Epoch [78/124], Batch [54/125] [########------------] 43.2%, Loss: 0.0353
Epoch [78/124], Batch [55/125] [########------------] 44.0%, Loss: 0.0039
Epoch [78/124], Batch [56/125] [########------------] 44.8%, Loss: 0.0051
Epoch [78/124], Batch [57/125] [#########-----------] 45.6%, Loss: 0.0191
Epoch [78/124], Batch [58/125] [#########-----------] 46.4%, Loss: 0.0184
Epoch [78/124], Batch [59/125] [#########-----------] 47.2%, Loss: 0.0099
Epoch [78/124], Batch [60/125] [#########-----------] 48.0%, Loss: 0.2799
Epoch [78/124], Batch [61/125] [#########-----------] 48.8%, Loss: 0.7847
Epoch [78/124], Batch [62/125] [#########-----------] 49.6%, Loss: 0.0103
Epoch [78/124], Batch [63/125] [##########----------] 50.4%, Loss: 0.0405
Epoch [78/124], Batch [64/125] [##########----------] 51.2%, Loss: 0.0018
Epoch [78/124], Batch [65/125] [##########----------] 52.0%, Loss: 0.0028
Epoch [78/124], Batch [66/125] [##########----------] 52.8%, Loss: 0.0001
Epoch [78/124], Batch [67/125] [##########----------] 53.6%, Loss: 0.0095
Epoch [78/124], Batch [68/125] [##########----------] 54.4%, Loss: 0.0998
Epoch [78/124], Batch [69/125] [###########---------] 55.2%, Loss: 0.0324
Epoch [78/124], Batch [70/125] [###########---------] 56.0%, Loss: 0.1354
Epoch [78/124], Batch [71/125] [###########---------] 56.8%, Loss: 0.0478
Epoch [78/124], Batch [72/125] [###########---------] 57.6%, Loss: 0.0113
Epoch [78/124], Batch [73/125] [###########---------] 58.4%, Loss: 0.0009
Epoch [78/124], Batch [74/125] [###########---------] 59.2%, Loss: 0.4994
Epoch [78/124], Batch [75/125] [############--------] 60.0%, Loss: 0.0235
Epoch [78/124], Batch [76/125] [############--------] 60.8%, Loss: 0.0013
Epoch [78/124], Batch [77/125] [############--------] 61.6%, Loss: 0.0094
Epoch [78/124], Batch [78/125] [############--------] 62.4%, Loss: 0.0052
Epoch [78/124], Batch [79/125] [############--------] 63.2%, Loss: 0.0002
Epoch [78/124], Batch [80/125] [############--------] 64.0%, Loss: 0.0112
Epoch [78/124], Batch [81/125] [############--------] 64.8%, Loss: 0.0003
Epoch [78/124], Batch [82/125] [#############-------] 65.6%, Loss: 0.0039
Epoch [78/124], Batch [83/125] [#############-------] 66.4%, Loss: 0.0001
Epoch [78/124], Batch [84/125] [#############-------] 67.2%, Loss: 0.0769
Epoch [78/124], Batch [85/125] [#############-------] 68.0%, Loss: 0.0345
Epoch [78/124], Batch [86/125] [#############-------] 68.8%, Loss: 0.0036
Epoch [78/124], Batch [87/125] [#############-------] 69.6%, Loss: 0.0004
Epoch [78/124], Batch [88/125] [##############------] 70.4%, Loss: 0.0233
Epoch [78/124], Batch [89/125] [##############------] 71.2%, Loss: 0.0450
Epoch [78/124], Batch [90/125] [##############------] 72.0%, Loss: 0.0250
Epoch [78/124], Batch [91/125] [##############------] 72.8%, Loss: 0.1368
Epoch [78/124], Batch [92/125] [##############------] 73.6%, Loss: 0.1348
Epoch [78/124], Batch [93/125] [##############------] 74.4%, Loss: 0.0039
Epoch [78/124], Batch [94/125] [###############-----] 75.2%, Loss: 0.0020
Epoch [78/124], Batch [95/125] [###############-----] 76.0%, Loss: 0.0004
Epoch [78/124], Batch [96/125] [###############-----] 76.8%, Loss: 0.0087
Epoch [78/124], Batch [97/125] [###############-----] 77.6%, Loss: 0.0400
Epoch [78/124], Batch [98/125] [###############-----] 78.4%, Loss: 0.0001
Epoch [78/124], Batch [99/125] [###############-----] 79.2%, Loss: 0.0022
Epoch [78/124], Batch [100/125] [################----] 80.0%, Loss: 0.0005
Epoch [78/124], Batch [101/125] [################----] 80.8%, Loss: 0.3318
Epoch [78/124], Batch [102/125] [################----] 81.6%, Loss: 0.0005
Epoch [78/124], Batch [103/125] [################----] 82.4%, Loss: 0.0015
Epoch [78/124], Batch [104/125] [################----] 83.2%, Loss: 0.0071
Epoch [78/124], Batch [105/125] [################----] 84.0%, Loss: 0.1471
Epoch [78/124], Batch [106/125] [################----] 84.8%, Loss: 0.1360
Epoch [78/124], Batch [107/125] [#################---] 85.6%, Loss: 0.0005
Epoch [78/124], Batch [108/125] [#################---] 86.4%, Loss: 0.0084
Epoch [78/124], Batch [109/125] [#################---] 87.2%, Loss: 0.0022
Epoch [78/124], Batch [110/125] [#################---] 88.0%, Loss: 0.0011
Epoch [78/124], Batch [111/125] [#################---] 88.8%, Loss: 0.0001
Epoch [78/124], Batch [112/125] [#################---] 89.6%, Loss: 0.0003
Epoch [78/124], Batch [113/125] [##################--] 90.4%, Loss: 0.0465
Epoch [78/124], Batch [114/125] [##################--] 91.2%, Loss: 0.0001
Epoch [78/124], Batch [115/125] [##################--] 92.0%, Loss: 0.0059
Epoch [78/124], Batch [116/125] [##################--] 92.8%, Loss: 0.0173
Epoch [78/124], Batch [117/125] [##################--] 93.6%, Loss: 0.0070
Epoch [78/124], Batch [118/125] [##################--] 94.4%, Loss: 0.0049
Epoch [78/124], Batch [119/125] [###################-] 95.2%, Loss: 0.0022
Epoch [78/124], Batch [120/125] [###################-] 96.0%, Loss: 0.1402
Epoch [78/124], Batch [121/125] [###################-] 96.8%, Loss: 0.0025
Epoch [78/124], Batch [122/125] [###################-] 97.6%, Loss: 0.5318
Epoch [78/124], Batch [123/125] [###################-] 98.4%, Loss: 0.0020
Epoch [78/124], Batch [124/125] [###################-] 99.2%, Loss: 0.0011
Epoch [78/124], Batch [125/125] [####################] 100.0%, Loss: 0.9956
Epoch [78/124] finished. Average Loss: 0.0645
Training Accuracy: 99.80%
--- Saving checkpoint for epoch 78 ---
Checkpoint saved to ./trained_models/efficientnet_checkpoint.pth

Epoch [79/124], Batch [1/125] [--------------------] 0.8%, Loss: 0.0244
Epoch [79/124], Batch [2/125] [--------------------] 1.6%, Loss: 0.0017
Epoch [79/124], Batch [3/125] [--------------------] 2.4%, Loss: 0.0307
Epoch [79/124], Batch [4/125] [--------------------] 3.2%, Loss: 0.0189
Epoch [79/124], Batch [5/125] [--------------------] 4.0%, Loss: 0.0069
Epoch [79/124], Batch [6/125] [--------------------] 4.8%, Loss: 0.0012
Epoch [79/124], Batch [7/125] [#-------------------] 5.6%, Loss: 0.0000
Epoch [79/124], Batch [8/125] [#-------------------] 6.4%, Loss: 0.0062
Epoch [79/124], Batch [9/125] [#-------------------] 7.2%, Loss: 0.0002
Epoch [79/124], Batch [10/125] [#-------------------] 8.0%, Loss: 0.0042
Epoch [79/124], Batch [11/125] [#-------------------] 8.8%, Loss: 0.0001
Epoch [79/124], Batch [12/125] [#-------------------] 9.6%, Loss: 0.0645
Epoch [79/124], Batch [13/125] [##------------------] 10.4%, Loss: 0.0027
Epoch [79/124], Batch [14/125] [##------------------] 11.2%, Loss: 0.0002
Epoch [79/124], Batch [15/125] [##------------------] 12.0%, Loss: 0.0007
Epoch [79/124], Batch [16/125] [##------------------] 12.8%, Loss: 0.0100
Epoch [79/124], Batch [17/125] [##------------------] 13.6%, Loss: 0.0634
Epoch [79/124], Batch [18/125] [##------------------] 14.4%, Loss: 0.0003
Epoch [79/124], Batch [19/125] [###-----------------] 15.2%, Loss: 0.0064
Epoch [79/124], Batch [20/125] [###-----------------] 16.0%, Loss: 0.0024
Epoch [79/124], Batch [21/125] [###-----------------] 16.8%, Loss: 0.0204
Epoch [79/124], Batch [22/125] [###-----------------] 17.6%, Loss: 0.1439
Epoch [79/124], Batch [23/125] [###-----------------] 18.4%, Loss: 0.0204
Epoch [79/124], Batch [24/125] [###-----------------] 19.2%, Loss: 0.0004
Epoch [79/124], Batch [25/125] [####----------------] 20.0%, Loss: 0.0000
Epoch [79/124], Batch [26/125] [####----------------] 20.8%, Loss: 0.0051
Epoch [79/124], Batch [27/125] [####----------------] 21.6%, Loss: 0.0021
Epoch [79/124], Batch [28/125] [####----------------] 22.4%, Loss: 0.0005
Epoch [79/124], Batch [29/125] [####----------------] 23.2%, Loss: 0.0511
Epoch [79/124], Batch [30/125] [####----------------] 24.0%, Loss: 0.0009
Epoch [79/124], Batch [31/125] [####----------------] 24.8%, Loss: 0.0001
Epoch [79/124], Batch [32/125] [#####---------------] 25.6%, Loss: 0.2383
Epoch [79/124], Batch [33/125] [#####---------------] 26.4%, Loss: 0.0085
Epoch [79/124], Batch [34/125] [#####---------------] 27.2%, Loss: 0.0010
Epoch [79/124], Batch [35/125] [#####---------------] 28.0%, Loss: 0.0013
Epoch [79/124], Batch [36/125] [#####---------------] 28.8%, Loss: 0.0051
Epoch [79/124], Batch [37/125] [#####---------------] 29.6%, Loss: 0.0000
Epoch [79/124], Batch [38/125] [######--------------] 30.4%, Loss: 0.0004
Epoch [79/124], Batch [39/125] [######--------------] 31.2%, Loss: 0.0023
Epoch [79/124], Batch [40/125] [######--------------] 32.0%, Loss: 0.0012
Epoch [79/124], Batch [41/125] [######--------------] 32.8%, Loss: 0.0839
Epoch [79/124], Batch [42/125] [######--------------] 33.6%, Loss: 0.0907
Epoch [79/124], Batch [43/125] [######--------------] 34.4%, Loss: 0.0034
Epoch [79/124], Batch [44/125] [#######-------------] 35.2%, Loss: 0.0055
Epoch [79/124], Batch [45/125] [#######-------------] 36.0%, Loss: 0.0005
Epoch [79/124], Batch [46/125] [#######-------------] 36.8%, Loss: 0.0238
Epoch [79/124], Batch [47/125] [#######-------------] 37.6%, Loss: 0.0033
Epoch [79/124], Batch [48/125] [#######-------------] 38.4%, Loss: 0.0005
Epoch [79/124], Batch [49/125] [#######-------------] 39.2%, Loss: 0.0003
Epoch [79/124], Batch [50/125] [########------------] 40.0%, Loss: 0.0005
Epoch [79/124], Batch [51/125] [########------------] 40.8%, Loss: 0.0140
Epoch [79/124], Batch [52/125] [########------------] 41.6%, Loss: 0.0015
Epoch [79/124], Batch [53/125] [########------------] 42.4%, Loss: 0.0005
Epoch [79/124], Batch [54/125] [########------------] 43.2%, Loss: 0.0001
Epoch [79/124], Batch [55/125] [########------------] 44.0%, Loss: 0.0034
Epoch [79/124], Batch [56/125] [########------------] 44.8%, Loss: 0.0004
Epoch [79/124], Batch [57/125] [#########-----------] 45.6%, Loss: 0.0025
Epoch [79/124], Batch [58/125] [#########-----------] 46.4%, Loss: 0.0217
Epoch [79/124], Batch [59/125] [#########-----------] 47.2%, Loss: 0.0017
Epoch [79/124], Batch [60/125] [#########-----------] 48.0%, Loss: 0.0014
Epoch [79/124], Batch [61/125] [#########-----------] 48.8%, Loss: 0.0034
Epoch [79/124], Batch [62/125] [#########-----------] 49.6%, Loss: 0.0000
Epoch [79/124], Batch [63/125] [##########----------] 50.4%, Loss: 0.0006
Epoch [79/124], Batch [64/125] [##########----------] 51.2%, Loss: 0.0007
Epoch [79/124], Batch [65/125] [##########----------] 52.0%, Loss: 0.1376
Epoch [79/124], Batch [66/125] [##########----------] 52.8%, Loss: 0.0011
Epoch [79/124], Batch [67/125] [##########----------] 53.6%, Loss: 0.0008
Epoch [79/124], Batch [68/125] [##########----------] 54.4%, Loss: 0.0035
Epoch [79/124], Batch [69/125] [###########---------] 55.2%, Loss: 0.0027
Epoch [79/124], Batch [70/125] [###########---------] 56.0%, Loss: 0.0105
Epoch [79/124], Batch [71/125] [###########---------] 56.8%, Loss: 0.0001
Epoch [79/124], Batch [72/125] [###########---------] 57.6%, Loss: 0.0018
Epoch [79/124], Batch [73/125] [###########---------] 58.4%, Loss: 0.0193
Epoch [79/124], Batch [74/125] [###########---------] 59.2%, Loss: 0.0028
Epoch [79/124], Batch [75/125] [############--------] 60.0%, Loss: 0.0017
Epoch [79/124], Batch [76/125] [############--------] 60.8%, Loss: 0.0014
Epoch [79/124], Batch [77/125] [############--------] 61.6%, Loss: 0.0015
Epoch [79/124], Batch [78/125] [############--------] 62.4%, Loss: 0.0001
Epoch [79/124], Batch [79/125] [############--------] 63.2%, Loss: 0.0522
Epoch [79/124], Batch [80/125] [############--------] 64.0%, Loss: 0.0166
Epoch [79/124], Batch [81/125] [############--------] 64.8%, Loss: 0.0001
Epoch [79/124], Batch [82/125] [#############-------] 65.6%, Loss: 0.0126
Epoch [79/124], Batch [83/125] [#############-------] 66.4%, Loss: 0.0003
Epoch [79/124], Batch [84/125] [#############-------] 67.2%, Loss: 0.0002
Epoch [79/124], Batch [85/125] [#############-------] 68.0%, Loss: 0.0001
Epoch [79/124], Batch [86/125] [#############-------] 68.8%, Loss: 0.0038
Epoch [79/124], Batch [87/125] [#############-------] 69.6%, Loss: 0.0027
Epoch [79/124], Batch [88/125] [##############------] 70.4%, Loss: 0.0036
Epoch [79/124], Batch [89/125] [##############------] 71.2%, Loss: 0.0007
Epoch [79/124], Batch [90/125] [##############------] 72.0%, Loss: 0.0171
Epoch [79/124], Batch [91/125] [##############------] 72.8%, Loss: 0.0590
Epoch [79/124], Batch [92/125] [##############------] 73.6%, Loss: 0.0019
Epoch [79/124], Batch [93/125] [##############------] 74.4%, Loss: 0.0009
Epoch [79/124], Batch [94/125] [###############-----] 75.2%, Loss: 0.0015
Epoch [79/124], Batch [95/125] [###############-----] 76.0%, Loss: 0.0243
Epoch [79/124], Batch [96/125] [###############-----] 76.8%, Loss: 0.1290
Epoch [79/124], Batch [97/125] [###############-----] 77.6%, Loss: 0.0037
Epoch [79/124], Batch [98/125] [###############-----] 78.4%, Loss: 0.0150
Epoch [79/124], Batch [99/125] [###############-----] 79.2%, Loss: 0.0002
Epoch [79/124], Batch [100/125] [################----] 80.0%, Loss: 0.1170
Epoch [79/124], Batch [101/125] [################----] 80.8%, Loss: 0.2894
Epoch [79/124], Batch [102/125] [################----] 81.6%, Loss: 0.0028
Epoch [79/124], Batch [103/125] [################----] 82.4%, Loss: 0.0004
Epoch [79/124], Batch [104/125] [################----] 83.2%, Loss: 0.0244
Epoch [79/124], Batch [105/125] [################----] 84.0%, Loss: 0.0044
Epoch [79/124], Batch [106/125] [################----] 84.8%, Loss: 0.0003
Epoch [79/124], Batch [107/125] [#################---] 85.6%, Loss: 0.0106
Epoch [79/124], Batch [108/125] [#################---] 86.4%, Loss: 0.0024
Epoch [79/124], Batch [109/125] [#################---] 87.2%, Loss: 0.0045
Epoch [79/124], Batch [110/125] [#################---] 88.0%, Loss: 0.0106
Epoch [79/124], Batch [111/125] [#################---] 88.8%, Loss: 0.0383
Epoch [79/124], Batch [112/125] [#################---] 89.6%, Loss: 0.0348
Epoch [79/124], Batch [113/125] [##################--] 90.4%, Loss: 0.0055
Epoch [79/124], Batch [114/125] [##################--] 91.2%, Loss: 0.0064
Epoch [79/124], Batch [115/125] [##################--] 92.0%, Loss: 0.0426
Epoch [79/124], Batch [116/125] [##################--] 92.8%, Loss: 0.0001
Epoch [79/124], Batch [117/125] [##################--] 93.6%, Loss: 0.0061
Epoch [79/124], Batch [118/125] [##################--] 94.4%, Loss: 0.7566
Epoch [79/124], Batch [119/125] [###################-] 95.2%, Loss: 0.0007
Epoch [79/124], Batch [120/125] [###################-] 96.0%, Loss: 0.1532
Epoch [79/124], Batch [121/125] [###################-] 96.8%, Loss: 0.2660
Epoch [79/124], Batch [122/125] [###################-] 97.6%, Loss: 0.0007
Epoch [79/124], Batch [123/125] [###################-] 98.4%, Loss: 0.0012
Epoch [79/124], Batch [124/125] [###################-] 99.2%, Loss: 0.0030
Epoch [79/124], Batch [125/125] [####################] 100.0%, Loss: 0.0010
Epoch [79/124] finished. Average Loss: 0.0266
Training Accuracy: 99.40%
--- Saving checkpoint for epoch 79 ---
Checkpoint saved to ./trained_models/efficientnet_checkpoint.pth

Epoch [80/124], Batch [1/125] [--------------------] 0.8%, Loss: 0.0470
Epoch [80/124], Batch [2/125] [--------------------] 1.6%, Loss: 0.0048
Epoch [80/124], Batch [3/125] [--------------------] 2.4%, Loss: 0.0001
Epoch [80/124], Batch [4/125] [--------------------] 3.2%, Loss: 0.0001
Epoch [80/124], Batch [5/125] [--------------------] 4.0%, Loss: 0.4614
Epoch [80/124], Batch [6/125] [--------------------] 4.8%, Loss: 0.0001
Epoch [80/124], Batch [7/125] [#-------------------] 5.6%, Loss: 0.0024
Epoch [80/124], Batch [8/125] [#-------------------] 6.4%, Loss: 0.0011
Epoch [80/124], Batch [9/125] [#-------------------] 7.2%, Loss: 0.3257
Epoch [80/124], Batch [10/125] [#-------------------] 8.0%, Loss: 0.0024
Epoch [80/124], Batch [11/125] [#-------------------] 8.8%, Loss: 0.0115
Epoch [80/124], Batch [12/125] [#-------------------] 9.6%, Loss: 0.0089
Epoch [80/124], Batch [13/125] [##------------------] 10.4%, Loss: 0.0013
Epoch [80/124], Batch [14/125] [##------------------] 11.2%, Loss: 0.0136
Epoch [80/124], Batch [15/125] [##------------------] 12.0%, Loss: 0.0005
Epoch [80/124], Batch [16/125] [##------------------] 12.8%, Loss: 0.0132
Epoch [80/124], Batch [17/125] [##------------------] 13.6%, Loss: 0.3338
Epoch [80/124], Batch [18/125] [##------------------] 14.4%, Loss: 0.3852
Epoch [80/124], Batch [19/125] [###-----------------] 15.2%, Loss: 0.0163
Epoch [80/124], Batch [20/125] [###-----------------] 16.0%, Loss: 0.0276
Epoch [80/124], Batch [21/125] [###-----------------] 16.8%, Loss: 0.0003
Epoch [80/124], Batch [22/125] [###-----------------] 17.6%, Loss: 0.0659
Epoch [80/124], Batch [23/125] [###-----------------] 18.4%, Loss: 0.0033
Epoch [80/124], Batch [24/125] [###-----------------] 19.2%, Loss: 0.0039
Epoch [80/124], Batch [25/125] [####----------------] 20.0%, Loss: 0.0609
Epoch [80/124], Batch [26/125] [####----------------] 20.8%, Loss: 0.0002
